0,-25,-25,0,-25,-25,14.55867186,14.55867186
1,96.145475,-16.84395393,22.71471793,5.870764005,-39.55867186,45.42943586,0
2,96.1324775,3.401970234,40.30515411,43.70712434,-36.90318387,83.2657962,2.655487986
3,97.7538145,19.63688795,50.97378941,70.61067736,-31.33690145,110.1693492,8.221770406
4,101.4238051,41.83879156,52.7370051,94.57579665,-10.89821354,134.1344685,28.66045832
5,101.7636649,30.7413665,51.52582732,82.26719382,-20.78446083,121.8258657,18.77421103
6,101.7752021,30.92193805,53.11257998,84.03451803,-22.19064193,123.5931899,17.36802993
7,101.7750024,37.00652196,59.60109808,96.60762004,-22.59457613,136.1662919,16.96409573
8,101.7729781,46.10641828,55.45784866,101.5642669,-9.351430382,141.1229388,30.20724148
9,101.7847978,48.30702714,55.65295933,103.9599865,-7.345932192,143.5186583,32.21273967
10,101.7731849,49.05699182,54.37403182,103.4310236,-5.317040001,142.9896955,34.24163186
11,101.7857581,49.22916514,54.05041132,103.2795765,-4.821246176,142.8382483,34.73742568
12,101.7789427,38.23148778,57.04616284,95.27765062,-18.81467506,134.8363225,20.7439968
13,101.790986,42.52881123,55.41704363,97.94585486,-12.8882324,137.5045267,26.67043945
14,101.7728789,42.3149365,56.19894519,98.51388169,-13.8840087,138.0725535,25.67466316
15,101.7725129,47.21099732,55.42935491,102.6403522,-8.218357584,142.1990241,31.34031427
16,101.7717693,50.97414789,56.00756644,106.9817143,-5.033418546,146.5403862,34.52525331
17,101.7974332,45.71121614,56.40823591,102.1194521,-10.69701977,141.6781239,28.86165209
18,101.7898151,55.04807789,54.14764225,109.1957201,0.900435637,148.754392,40.4591075
19,101.792877,56.84982221,51.62737495,108.4771972,5.222447259,148.035869,44.78111912
20,101.7942125,51.20729345,54.19096593,105.3982594,-2.983672476,144.9569312,36.57499938
21,101.7950482,54.88155306,52.47569869,107.3572517,2.405854362,146.9159236,41.96452622
22,101.7859522,57.72506813,54.49915623,112.2242244,3.2259119,151.7828962,42.78458376
23,101.775804,63.86600722,51.25117695,115.1171842,12.61483027,154.675856,52.17350213
24,101.7918,55.18104634,55.39430226,110.5753486,-0.213255921,150.1340205,39.34541594
25,101.7878056,49.35132804,55.9199993,105.2713273,-6.568671258,144.8299992,32.9900006
26,101.7861334,63.62669681,49.50886669,113.1355635,14.11783011,152.6942354,53.67650197
27,101.7859821,46.61040581,55.90210203,102.5125078,-9.291696218,142.0711797,30.26697564
28,101.7932162,58.92603559,50.71808768,109.6441233,8.207947914,149.2027951,47.76661977
29,101.7877434,51.54006308,56.08381551,107.6238786,-4.543752429,147.1825505,35.01491943
30,101.7751137,65.9172975,51.76169307,117.6789906,14.15560443,157.2376624,53.71427629
31,101.7802427,52.62099672,56.27266573,108.8936624,-3.651669001,148.4523343,35.90700286
32,101.7757717,70.16252847,50.25837109,120.4208996,19.90415739,159.9795714,59.46282924
33,101.7956827,50.64818378,57.42109556,108.0692793,-6.772911786,147.6279512,32.78576007
34,101.777125,60.22618936,54.51763632,114.7438257,5.708553037,154.3024975,45.2672249
35,101.776424,61.65161161,55.24683932,116.8984509,6.404772293,156.4571228,45.96344415
36,101.7948061,68.12257232,51.46968165,119.592254,16.65289067,159.1509258,56.21156253
