0,-25,-25,0,-25,-25,0.71094803,0.71094803
1,-20.0426271,-24.73237389,0.978574142,-23.75379975,-25.71094803,1.95714828,0
2,-19.47719996,-23.37745303,2.111718279,-21.26573475,-25.48917131,4.44521328,0.22177672
3,-19.47719996,-23.02685453,2.304963751,-20.72189078,-25.33181828,4.98905725,0.37912975
4,-19.37347469,-23.03388781,2.261567038,-20.77232077,-25.29545485,4.93862726,0.41549318
5,-19.47719996,-22.27321911,2.386422709,-19.8867964,-24.65964182,5.82415163,1.05130621
6,-17.31067494,-22.10073714,2.495288438,-19.6054487,-24.59602558,6.10549933,1.11492245
7,-17.31067494,-22.50933405,2.468361186,-20.04097286,-24.97769524,5.66997517,0.73325279
8,-18.7337362,-22.20865118,2.264938039,-19.94371314,-24.47358922,5.76723489,1.23735881
9,-18.70018368,-22.54271171,2.388461462,-20.15425025,-24.93117317,5.55669778,0.77977486
10,-18.73071261,-22.22587358,2.439294999,-19.78657858,-24.66516858,5.92436945,1.04577945
11,-18.74577085,-21.87129522,2.313596368,-19.55769885,-24.18489159,6.15324918,1.52605644
12,-18.7337362,-22.25190377,2.384627264,-19.86727651,-24.63653103,5.84367152,1.074417
13,-19.04985851,-22.87556057,2.265109192,-20.61045138,-25.14066976,5.10049665,0.57027827
14,-18.89407228,-22.52748076,2.235113996,-20.29236676,-24.76259476,5.41858127,0.94835327
15,-18.85327318,-22.61207134,2.223803207,-20.38826813,-24.83587455,5.3226799,0.87507348
16,-18.68852133,-22.57060036,2.348640838,-20.22195952,-24.9192412,5.48898851,0.79170683
17,-19.22312689,-22.00191459,2.313998774,-19.68791582,-24.31591336,6.02303221,1.39503467
18,-18.7337362,-22.12951084,2.273935291,-19.85557555,-24.40344613,5.85537248,1.3075019
19,-19.3830455,-22.47401732,2.395938125,-20.0780792,-24.86995545,5.63286883,0.84099258
20,-18.77604302,-22.32537478,2.328711387,-19.99666339,-24.65408617,5.71428464,1.05686186
21,-18.74866125,-21.986104,2.362273618,-19.62383038,-24.34837762,6.08711765,1.36257041
22,-18.70018368,-22.10434338,2.395562433,-19.70878095,-24.49990581,6.00216708,1.21104222
23,-18.70018368,-21.92183963,2.290873105,-19.63096653,-24.21271274,6.0799815,1.49823529
24,-18.83414615,-21.66248448,2.267964259,-19.39452022,-23.93044874,6.31642781,1.78049929
25,-18.83414615,-22.07436129,2.393990061,-19.68037123,-24.46835135,6.0305768,1.24259668
26,-18.8613312,-21.89681281,2.442765153,-19.45404766,-24.33957796,6.25690037,1.37137007
27,-18.79090342,-22.22650788,2.377519077,-19.8489888,-24.60402696,5.86195923,1.10692107
28,-18.71565451,-22.33593331,2.316048438,-20.01988487,-24.65198175,5.69106316,1.05896628
29,-18.15452633,-22.19353402,2.267380816,-19.9261532,-24.46091484,5.78479483,1.25003319
30,-18.31307567,-21.44768543,2.207463618,-19.24022181,-23.65514905,6.47072622,2.05579898
31,-18.50697465,-22.3603588,2.418652597,-19.9417062,-24.7790114,5.76924183,0.93193663
32,-18.72217009,-21.98939114,2.450227723,-19.53916342,-24.43961886,6.17178461,1.27132917
33,-18.7386812,-21.79468196,2.350367558,-19.4443144,-24.14504952,6.26663363,1.56589851
34,-18.83414615,-22.27761773,2.445117546,-19.83250018,-24.72273528,5.87844785,0.98821275
35,-18.71758312,-21.39730369,2.271861417,-19.12544227,-23.66916511,6.58550576,2.04178292
36,-12.85680846,-21.94355845,2.748645171,-19.19491328,-24.69220362,6.51603475,1.01874441
37,-18.75441658,-21.68968996,2.360983618,-19.32870634,-24.05067358,6.38224169,1.66027445
38,-18.67522364,-21.98541509,2.487480268,-19.49793482,-24.47289536,6.21301321,1.23805267
39,-18.50026077,-21.4942185,2.227527685,-19.26669082,-23.72174619,6.44425721,1.98920184
40,-18.34920818,-21.49792109,2.400362771,-19.09755832,-23.89828386,6.61338971,1.81266417
41,-18.74550063,-21.98121706,2.38745054,-19.59376652,-24.3686676,6.11718151,1.34228043
42,-18.88486081,-21.74888079,2.253375227,-19.49550556,-24.00225602,6.21544247,1.70869201
43,-18.62355967,-21.78349052,2.361372636,-19.42211788,-24.14486316,6.28883015,1.56608487
44,-15.93723176,-21.52925335,2.332991142,-19.19626221,-23.86224449,6.51468582,1.84870354
45,-16.0524561,-22.05341682,2.474116639,-19.57930018,-24.52753346,6.13164785,1.18341457
46,-15.62914511,-22.20248033,2.511730189,-19.69075014,-24.71421052,6.02019789,0.99673751
47,-11.44740438,-21.70665349,2.725988458,-18.98066503,-24.43264195,6.730283,1.27830608
48,-18.48463352,-22.25148386,2.318351789,-19.93313207,-24.56983565,5.77781596,1.14111238
49,-18.49536472,-22.17612988,2.373061278,-19.8030686,-24.54919116,5.90787943,1.16175687
50,-18.61020696,-21.94859164,2.422840464,-19.52575118,-24.3714321,6.18519685,1.33951593
51,-18.7740383,-21.57241515,2.232997916,-19.33941723,-23.80541307,6.3715308,1.90553496
52,-18.96477486,-21.60860664,2.254607228,-19.35399941,-23.86321387,6.35694862,1.84773416
53,-18.78840766,-21.41522243,2.195874265,-19.21934817,-23.6110967,6.49159986,2.09985133
