0,-25,-25.0,0.0
1,-13.656287751858484,-25.328793222051978,6.8492892997373085
2,-12.859815593599341,-23.907111457824033,8.090710561150287
3,25,-17.843376522318877,13.025422249489338
4,28.74481087500044,-20.300867539583038,12.428285627819426
5,25,-19.910184438758346,11.745347794863847
6,21.198587374942576,-19.271303532277287,10.388415621720714
7,38.45679775000008,-17.659201054902795,14.397307438688054
8,25,-19.766780903423967,14.85480418914675
9,14.834999579261236,-19.305971794511848,12.363361450844456
10,25,-15.98601258446179,17.599754718652274
11,25,-18.155575083220572,17.300068462139777
12,21.276242780065147,-19.647363841481837,13.587442932337163
13,25,-15.77285282498255,14.206657704184277
14,76.8583421250014,-15.03826752179001,19.058417548683952
